Title,Authors,Year,Venue,Index
plan mining by divide-and-conquer.,"jiawei han, qiang yang 0001, edward kim",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e99f0ab7602d97027d57cf
extending data mining for spatial applications: a case study in predicting nest locations.,"sanjay chawla, shashi shekhar, weili wu, uygar ozesmi",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9ad26b7602d9703705c20
multilevel filtering for high dimensional nearest neighbor search.,"changzhou wang, xiaoyang sean wang",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9b39db7602d9703e813cc
chaotic mining: knowledge discovery using the fractal dimension.,daniel barbará,1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e99c66b7602d9702515eb7
experiences with a logic-based knowledge discovery support environment.,"fosca giannotti, giuseppe manco, dino pedreschi, franco turini",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9ac95b7602d970366c00c
database system extensions for decision support: the axl approach.,"haixun wang, carlo zaniolo",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9a576b7602d9702e9eb6c
reverse nearest neighbor queries for dynamic databases.,"ioana stanoi, divyakant agrawal, amr el abbadi",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9ab55b7602d97034e87f3
incompleteness in data mining.,"h. v. jagadish, raymond t. ng",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e99a92b7602d970230b5f8
a priori versus a posteriori filtering of association rules.,"bart goethals, jan van den bussche",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9aa2cb7602d970339cc3f
interactive mining of correlations - a constraint perspective.,"gösta grahne, laks v. s. lakshmanan, xiaohong wang",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9a711b7602d9703047c16
discovering interesting association rules in medical data.,"carlos ordonez, cesar a. santana, levien de braal",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e99b9bb7602d9702444647
classification as mining and use of labeled itemsets.,"dimitris meretakis, beat wüthrich",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e99c2fb7602d97024de499
interestingness and pruning of mined patterns.,"devavrat shah, laks v. s. lakshmanan, krithi ramamritham, s. sudarshan 0001",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9af81b7602d97039cad6b
combining strategies for extracting relations from text collections.,"eugene agichtein, eleazar eskin, luis gravano",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e999e7b7602d97022303c0
user-defined aggregates for datamining.,"haixun wang, carlo zaniolo",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9b5e0b7602d970412f848
what use is statistics for massive data?,diane lambert,2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9ae7db7602d970389939e
the knowledge discovery assistant: making data mining available for business users.,"oliver hogl, herbert stoyan, michael müller",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9a3c0b7602d9702cce3a1
towards a toolkit for data analysis and mining.,"theodore johnson, raymond t. ng, laks v. s. lakshmanan",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9afbab7602d9703a0caf2
on mining web access logs.,"anupam joshi, raghu krishnapuram",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9ae2eb7602d970383fa9c
closet: an efficient algorithm for mining frequent closed itemsets.,"jian pei, jiawei han, runying mao",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9b82fb7602d97043e7ffb
scalable spreadsheets for interactive data analysis.,"vijayshankar raman, andy chou, joseph m. hellerstein",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9be1bb7602d9704ad6a6a
approximate query answering in high-dimensional data cubes.,"chris jermaine, renée j. miller",2000,acm sigmod workshop on research issues in data mining and knowledge discovery,53e9bb7ab7602d97047bc42f
towards mining gene expression database.,"shinichi morishita, teruyoshi hishiki, kousaku okubo",1999,1999 acm sigmod workshop on research issues in data mining and knowledge discovery,53e9b572b7602d97040aef79
google in a box - building the google search appliance.,narayanan shivakumar,2003,sigmod conference,53e99f42b7602d970280fd13
directv and oracle rdb: the challenges of vldb transaction processing.,william l. gettys,1995,sigmod conference,53e9a6b5b7602d9702fead77
efficient integration and aggregation of historical information.,"mirek riedewald, divyakant agrawal, amr el abbadi",2002,sigmod conference,53e9bd38b7602d97049c8d35
web-cam: monitoring the dynamic web to respond to continual queries.,"shaveen garg, krithi ramamritham, soumen chakrabarti",2004,sigmod conference,53e998f6b7602d9702130587
emc information sharing: direct access to mvs data from unix and nt.,walt kohler,1999,sigmod conference,53e9af00b7602d97039345ae
scientific data repositories: designing for a moving target.,"etzard stolte, christoph von praun, gustavo alonso, thomas r. gross",2003,sigmod conference,53e9a9a2b7602d9703301258
understanding web query interfaces: best-effort parsing with hidden syntax.,"zhen zhang, bin he, kevin chen-chuan chang",2004,sigmod conference,53e9adb6b7602d97037b6b56
datamine - interactive rule discovery system.,"tomasz imielinski, aashu virmani",1995,sigmod conference,53e9ab90b7602d97035384aa
approximation techniques for spatial data.,"abhinandan das, johannes gehrke, mirek riedewald",2004,sigmod conference,53e9ab65b7602d9703502570
bodhi: a database habitat for bio-diversity information.,"srikanta j. bedathur, abhijit kadlag, jayant r. haritsa",2004,sigmod conference,53e9a281b7602d9702b88666
a theory of redo recovery.,"david b. lomet, mark r. tuttle",2003,sigmod conference,53e9ab69b7602d9703504df3
xpath queries on streaming data.,"feng peng, sudarshan s. chawathe",2003,sigmod conference,53e9b326b7602d9703df65c7
integration of electronic tickets and personal guide system for public transport using mobile terminals.,"koichi goto, yahiko kambayashi",2003,sigmod conference,53e99b4ab7602d97023ee663
an approximate search engine for structural databases.,"jason tsong-li wang, xiong wang, dennis shasha, bruce a. shapiro, kaizhong zhang, xinhuan zheng, qicheng ma, zasha weinberg",2000,sigmod conference,53e9a61fb7602d9702f4dfed
toward a progress indicator for database queries.,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2004,sigmod conference,53e9b7c7b7602d9704374e05
a content-based multimedia server for massively parallel architectures.,"william o'connell, ion tim ieong, david schrader, c. watson, grace au, alexandros biliris, s. choo, p. colin, g. linderman, euthimios panagos, j. wang, t. walters",1996,sigmod conference,53e9bc00b7602d970486107c
the lyric language: querying constraint objects.,"alexander brodsky, yoram kornatzky",1995,sigmod conference,53e9a562b7602d9702e85567
dbcache: database caching for web application servers.,"mehmet altinel, qiong luo, sailesh krishnamurthy, c. mohan, hamid pirahesh, bruce g. lindsay 0001, honguk woo, larry brown",2002,sigmod conference,53e9b740b7602d97042dbd07
when one sample is not enough: improving text database selection using shrinkage.,"panagiotis g. ipeirotis, luis gravano",2004,sigmod conference,53e99bdcb7602d970248525b
using the golden rule of sampling for query estimation.,"yi-leh wu, divyakant agrawal, amr el abbadi",2001,sigmod conference,53e9a69fb7602d9702fd1482
keynote address.,robert s. epstein,1995,sigmod conference,53e997b5b7602d9701f97892
tutorial: ldap directory services - just another database application?,"shridhar shukla, anand deshpande",2000,sigmod conference,53e9a4f3b7602d9702e15d07
partial results for online query processing.,"vijayshankar raman, joseph m. hellerstein",2002,sigmod conference,53e99bfeb7602d97024a81ca
online maintenance of very large random samples.,"chris jermaine, abhijit pol, subramanian arumugam",2004,sigmod conference,53e9afbab7602d9703a07647
adaptive ordering of pipelined stream filters.,"shivnath babu, rajeev motwani, kamesh munagala, itaru nishizawa, jennifer widom",2004,sigmod conference,53e99b0ab7602d970239bda1
querying and mining data streams: you only get one look a tutorial.,"minos n. garofalakis, johannes gehrke, rajeev rastogi",2002,sigmod conference,53e9b413b7602d9703f0ab43
daytona and the fourth-generation language cymbal.,rick greer,1999,sigmod conference,53e9bce1b7602d9704969b76
rainbow: multi-xquery optimization using materialized xml views.,"xin zhang 0002, katica dimitrova, ling wang, maged el-sayed, brian murphy, bradford pielech, mukesh mulchandani, luping ding, elke a. rundensteiner",2003,sigmod conference,53e9bddbb7602d9704a8a22a
xquery: a query language for xml.,donald d. chamberlin,2003,sigmod conference,53e9b4a6b7602d9703fb64a3
data management issues in electronic commerce (panel).,m. tamer özsu,1999,sigmod conference,53e9bb7fb7602d97047c2c85
wavelet synopses with error guarantees.,"minos n. garofalakis, phillip b. gibbons",2002,sigmod conference,53e9b2c6b7602d9703d6f1b0
static optimization of conjunctive queries with sliding windows over infinite streams.,"ahmed ayad, jeffrey f. naughton",2004,sigmod conference,53e9a9a2b7602d97033030d8
the structured information manager: a database system for sgml documents.,ron sacks-davis,1996,vldb,53e9a3edb7602d9702d06168
fast evaluation techniques for complex similarity queries.,"klemens böhm, michael mlivoncic, hans-jörg schek, roger weber",2001,vldb,53e9b87fb7602d9704450fba
the evolution of the web and implications for an incremental crawler.,"junghoo cho, hector garcia-molina",2000,vldb,53e9a60ab7602d9702f39d4c
databases and workflow management: what is it all about? (panel).,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb,53e99ee6b7602d97027afae9
from tree patterns to generalized tree patterns: on efficient evaluation of xquery.,"zhimin chen, h. v. jagadish, laks v. s. lakshmanan, stelios paparizos",2003,vldb,53e9b31bb7602d9703de681c
dynamic maintenance of wavelet-based histograms.,"yossi matias, jeffrey scott vitter, min wang",2000,vldb,53e9b3a4b7602d9703e8a09a
approximate query processing: taming the terabytes.,"minos n. garofalakis, phillip b. gibbons",2001,vldb,53e998f6b7602d9702131cea
integrating the ub-tree into a database system kernel.,"frank ramsak, volker markl, robert fenk, martin zirkel, klaus elhardt, rudolf bayer",2000,vldb,53e9b7b4b7602d970435a853
parallel query scheduling and optimization with time- and space-shared resources.,"minos n. garofalakis, yannis e. ioannidis",1997,vldb,53e9b260b7602d9703d032af
efficient construction of regression trees with range and region splitting.,"yasuhiko morimoto, hiromu ishii, shinichi morishita",1997,vldb,53e99f35b7602d97028035ee
supporting frequent updates in r-trees: a bottom-up approach.,"mong-li lee, wynne hsu, christian s. jensen, bin cui, keng lik teo",2003,vldb,53e99d4bb7602d97025ff767
the x-tree : an index structure for high-dimensional data,"stefan berchtold, daniel a. keim, hans-peter kriegel",1996,vldb,53e9a074b7602d970295e95e
information retrieval from an incomplete data cube.,curtis e. dyreson,1996,vldb,53e9a8e3b7602d9703234135
inferring function semantics to optimize queries.,"mitch cherniack, stanley b. zdonik",1998,vldb,53e9bdb9b7602d9704a68e16
holistic twig joins on indexed xml documents.,"haifeng jiang, wei wang 0011, hongjun lu, jeffrey xu yu",2003,vldb,53e9a813b7602d97031594e3
fast nearest neighbor search in medical image databases.,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot l. siegel, zenon protopapas",1996,vldb,53e9b716b7602d97042afc74
falcon: feedback adaptive loop for content-based retrieval.,"leejay wu, christos faloutsos, katia p. sycara, terry r. payne",2000,vldb,53e9a704b7602d9703036673
supervised wrapper generation with lixto.,"robert baumgartner, sergio flesca, georg gottlob",2001,vldb,53e9b512b7602d970404692b
sit-in: a real-life spatio-temporal information system.,"giuseppe sindoni, leonardo tininini, amedea ambrosetti, cristina bedeschi, stefano de francisci, orietta gargano, rossella molinaro, mario paolucci, paola patteri, pina ticca",2001,vldb,53e9b337b7602d9703e0affd
false positive or false negative: mining frequent itemsets from high speed transactional data streams.,"jeffrey xu yu, zhihong chong, hongjun lu, aoying zhou",2004,vldb,53e99cafb7602d970255fcd5
a cost model for clustered object-oriented databases.,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb,53e9a3f4b7602d9702d08fe0
searching and mining fine-grained semi-structured data.,soumen chakrabarti,2002,vldb,53e9b20cb7602d9703ca7086
online feedback for nested aggregate queries with multi-threading.,"kian-lee tan, cheng hian goh, beng chin ooi",1999,vldb,53e9b873b7602d970444363f
implementation of sql3 structured types with inheritance and value substitutability.,"you-chin fuh, stefan deßloch, weidong chen, nelson mendonça mattos, brian t. tran, bruce g. lindsay 0001, linda demichel, serge rielau, danko mannhaupt",1999,vldb,53e9989bb7602d97020d61e6
groupwise processing of relational queries.,"damianos chatziantoniou, kenneth a. ross",1997,vldb,53e9a9c4b7602d9703323382
comparing hierarchical data in external memory.,sudarshan s. chawathe,1999,vldb,53e9a682b7602d9702fb5b38
"the new locking, logging, and recovery architecture of microsoft sql server 7.0.",david campbell,1999,vldb,53e9a4aab7602d9702dc9086
improving performance in replicated databases through relaxed coherency.,"rainer gallersdörfer, matthias nicola",1995,vldb,53e9b47db7602d9703f82e4e
what is the nearest neighbor in high dimensional spaces?,"alexander hinneburg, charu c. aggarwal, daniel a. keim",2000,vldb,53e9ab97b7602d97035441f3
value-cognizant speculative concurrency control.,"azer bestavros, spyridon braoudakis",1995,vldb,53e9b408b7602d9703efb84c
data management for pervasive computing.,"mitch cherniack, michael j. franklin, stanley b. zdonik",2001,vldb,53e9ab9eb7602d9703549194
a scalable architecture for autonomous heterogeneous database interactions.,"steven milliner, athman bouguettaya, mike p. papazoglou",1995,vldb,53e9ae17b7602d97038260f1
extending practical pre-aggregation in on-line analytical processing.,"torben bach pedersen, christian s. jensen, curtis e. dyreson",1999,vldb,53e999eeb7602d9702234ccd
comparing data streams using hamming norms (how to zero in).,"graham cormode, mayur datar, piotr indyk, s. muthukrishnan",2002,vldb,53e9a22bb7602d9702b305af
biopatentminer: an information retrieval system for biomedical patents.,"sougata mukherjea, bhuvan bamba",2004,vldb,53e99ea0b7602d970276bc4d
collaborative analytical processing - dream or reality? (panel abstract).,"william o'connell, andrew witkowski, goetz graefe",2001,vldb,53e9ad68b7602d9703753390
xpathlearner: an on-line self-tuning markov histogram for xml path selectivity estimation.,"lipyeow lim, min wang, sriram padmanabhan, jeffrey scott vitter, ronald parr",2002,vldb,53e99db1b7602d970266d987
microsoft english query 7.5: automatic extraction of semantics from relational databases and olap cubes.,adam blum,1999,vldb,53e9a1dbb7602d9702ad7a61
informix-online xps: a dynamically scalable rdbms for open parallel platforms.,hannes spintzik,1995,vldb,53e9b4abb7602d9703fb7f06
technology and the future of commerce and finance (abstract).,david elliot shaw,1998,vldb,53e9be15b7602d9704ad01c1
maximizing the output rate of multi-way join queries over streaming information sources.,"stratis viglas, jeffrey f. naughton, josef burger",2003,vldb,53e9b500b7602d970402f387
"social, educational, and governmental change enabled through information technology.","krithi ramamritham, yeha el atfi, carlo batini, michael eitan, valerie gregg, d. b. phatak",2000,vldb,53e9b54fb7602d9704085322
bhunt: automatic discovery of fuzzy algebraic constraints in relational data.,"paul brown, peter j. haas",2003,vldb,53e9adffb7602d9703805c56
declustering databases on heterogeneous disk systems.,"ling tony chen, doron rotem, sridhar seshadri",1995,vldb,53e9aecbb7602d97038f67cf
mining insurance data at swiss life.,"jörg-uwe kietz, ulrich reimer, martin staudt",1997,vldb,53e9a789b7602d97030c41f7
how system 11 sql server became fast.,t. k. rengarajan,1996,vldb,53e99d21b7602d97025d923d
the role of integrity constraints in database interoperation.,"mark w. w. vermeer, peter m. g. apers",1996,vldb,53e9a374b7602d9702c81349
schemasql - a language for interoperability in relational multi-database systems.,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb,53e9b938b7602d9704525f2a
actiview: adaptive data presentation using supersql.,"yoko maeda, motomichi toyama",2001,vldb,53e9a194b7602d9702a86c1c
issues in developing very large data warehouses.,"lyman do, pamela drew, wei jin, vish jumani, david van rossum",1998,vldb,53e9a4e4b7602d9702e040a1
finding hierarchical heavy hitters in data streams.,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2003,vldb,53e9aebcb7602d97038e2a4e
multi-dimensional regression analysis of time-series data streams.,"yixin chen, guozhu dong, jiawei han, benjamin w. wah, jianyong wang",2002,vldb,53e99c29b7602d97024d83cf
icicles: self-tuning samples for approximate query answering.,"venkatesh ganti, mong-li lee, raghu ramakrishnan",2000,vldb,53e9ab38b7602d97034c696d
towards an odmg-compliant visual object query language.,"manoj chavda, peter t. wood",1997,vldb,53e9bae6b7602d9704715b98
coloring away communication in parallel query optimization.,"waqar hasan, rajeev motwani",1995,vldb,53e9b108b7602d9703b86c7e
provisions and obligations in policy management and security applications.,"claudio bettini, sushil jajodia, xiaoyang sean wang, duminda wijesekera",2002,vldb,53e99c4bb7602d97024fa031
"large-scale, standards-based earth observation imagery and web mapping services.",peter baumann,2003,vldb,53e9b954b7602d9704542119
incremental clustering for mining in a data warehousing environment.,"martin ester, hans-peter kriegel, jörg sander, michael wimmer, xiaowei xu",1998,vldb,53e9b360b7602d9703e3f35e
on processing xml in ldap.,"pedro josé marrón, georg lausen",2001,vldb,53e9aee4b7602d970390e77b
robust estimation with sampling and approximate pre-aggregation.,chris jermaine,2003,vldb,53e99d4bb7602d97026000de
"declarative data cleaning: language, model, and algorithms.","helena galhardas, daniela florescu, dennis shasha, eric simon, cristian-augustin saita",2001,vldb,53e9b76eb7602d97043135a6
cache fusion: extending shared-disk clusters with shared caches.,"tirthankar lahiri, vinay srihari, wilson chan, n. macnaughton, sashikanth chandrasekaran",2001,vldb,53e9996eb7602d97021acf4b
temporal queries in olap.,"alberto o. mendelzon, alejandro a. vaisman",2000,vldb,53e99aedb7602d97023797e6
wavecluster: a multi-resolution clustering approach for very large spatial databases.,"gholamhosein sheikholeslami, surojit chatterjee, aidong zhang",1998,vldb,53e9abb2b7602d9703562be9
from xml view updates to relational view updates: old solutions to a new problem.,"vanessa p. braganholo, susan b. davidson, carlos a. heuser",2004,vldb,53e9ab1ab7602d970349f317
effective & efficient document ranking without using a large lexicon.,yasushi ogawa,1996,vldb,53e9a415b7602d9702d31f3f
"compass: a concept-based web search engine for html, xml, and deep web data.","jens graupmann, michael biwer, christian zimmer, patrick zimmer, matthias bender, martin theobald, gerhard weikum",2004,vldb,53e9a4dcb7602d9702dfb89b
applying database technology in the adsm mass storage system.,"luis-felipe cabrera, robert m. rees, wayne hineman",1995,vldb,53e999ffb7602d970224bd55
"stochastic consistency, and scalable pull-based caching for erratic data sources.","shanzhong zhu, chinya v. ravishankar",2004,vldb,53e99eaeb7602d9702779a59
curio: a novel solution for efficient storage and indexing in data warehouses.,"anindya datta, krithi ramamritham, helen m. thomas",1999,vldb,53e9b458b7602d9703f56f56
using sql to build new aggregates and extenders for object- relational systems.,"haixun wang, carlo zaniolo",2000,vldb,53e9a263b7602d9702b6afc1
spatial joins using r-trees: breadth-first traversal with global optimizations.,"yun-wu huang, ning jing, elke a. rundensteiner",1997,vldb,53e9ae90b7602d97038aefb8
sql standardization: the next steps.,"andrew eisenberg, jim melton",2000,sigmod record,53e9b556b7602d970408c9c4
"database research at the indian institute of technology, bombay.","d. b. phatak, nandlal l. sarda, s. seshadri, s. sudarshan 0001",1996,sigmod record,53e99cdfb7602d9702593ea4
methodology for development and employment of ontology based knowledge management applications.,"york sure, steffen staab, rudi studer",2002,sigmod record,53e9b7f5b7602d97043a9f67
infering structure in semistructured data.,"svetlozar nestorov, serge abiteboul, rajeev motwani",1997,sigmod record,53e9a952b7602d97032a6ee2
diluting acid.,"tim kempster, colin stirling, peter thanisch",1999,sigmod record,53e997a2b7602d9701f729bf
industrial-strength schema matching.,"philip a. bernstein, sergey melnik, michalis petropoulos, christoph quix",2004,sigmod record,53e99a92b7602d970230722d
a framework for information visualisation.,"jessie b. kennedy, kenneth j. mitchell, peter j. barclay",1996,sigmod record,53e9ab07b7602d970348dbd7
advanced xml data processing - guest editor's introduction.,karl aberer,2001,sigmod record,53e9a37ab7602d9702c86413
editor's notes.,ling liu,2001,sigmod record,53e99800b7602d970200b631
a distributed database for biomolecular images.,"ambuj k. singh, b. s. manjunath, robert f. murphy",2004,sigmod record,53e9a145b7602d9702a37d00
the ccube constraint object-oriented database system.,"alexander brodsky, victor e. segal, jia chen, pavel a. exarkhopoulo",1999,sigmod conference,53e9aa2bb7602d97033967be
merge replication in microsoft's sql server 7.0.,brad hammond,1999,sigmod conference,53e9b2d2b7602d9703d821e3
requirements and policy challenges in highly secure environments.,dean e. hall,2004,sigmod conference,53e9b844b7602d9704405a6d
building notification services with microsoft sqlserver.,praveen seshadri,2003,sigmod conference,53e9b5c8b7602d9704114e35
"highly-available, fault-tolerant, parallel dataflows.","mehul a. shah, joseph m. hellerstein, eric a. brewer",2004,sigmod conference,53e9a263b7602d9702b68f8b
"share your data, keep your secrets.","irini fundulaki, arnaud sahuguet",2004,sigmod conference,53e9af12b7602d970394ca6e
review: a real time virtual walkthrough system.,"lidan shou, jason chionh, kian-lee tan, yixin ruan, zhiyong huang",2001,sigmod conference,53e9a618b7602d9702f4aac1
pipes - a public infrastructure for processing and exploring streams.,"jürgen krämer, bernhard seeger",2004,sigmod conference,53e9b2f5b7602d9703db51d5
declarative specification of web applications exploiting web services and workflows.,"marco brambilla, stefano ceri, sara comai, marco dario, piero fraternali, ioana manolescu",2004,sigmod conference,53e9a7feb7602d970313d4d5
sap r/3: a database application system (tutorial).,"alfons kemper, donald kossmann, florian matthes",1998,sigmod conference,53e9a5a1b7602d9702ecaff5
software as a service: asp and asp aggregation.,christoph bussler,2002,sigmod conference,53e9bc31b7602d970489d6c7
clustering by pattern similarity in large data sets.,"haixun wang, wei wang 0010, jiong yang, philip s. yu",2002,sigmod conference,53e9b2dbb7602d9703d9158f
containment join size estimation: models and methods.,"wei wang 0011, haifeng jiang, hongjun lu, jeffrey xu yu",2003,sigmod conference,53e9b677b7602d97041e0615
devise: integrated querying and visualization of large datasets.,"miron livny, raghu ramakrishnan, kevin s. beyer, guangshun chen, donko donjerkovic, shilpa lawande, jussi myllymaki, r. kent wenger",1997,sigmod conference,53e998e9b7602d9702127828
incremental maintenance of xml structural indexes.,"ke yi, hao he, ioana stanoi, jun yang 0001",2004,sigmod conference,53e9babab7602d97046eaffe
the price of validity in dynamic networks.,"mayank bawa, aristides gionis, hector garcia-molina, rajeev motwani",2004,sigmod conference,53e9b98ab7602d970457cb15
nodose - a tool for semi-automatically extracting semi-structured data from text documents.,brad adelberg,1998,sigmod conference,53e9a058b7602d970293aa4d
"hardware technology trends and database opportunities, sigmod conference 1998 keynote speech, video",david a. patterson,1999,acm sigmod digital symposium collection,53e9a668b7602d9702f9b91c
"investing in research, sigmod conference 1998 keynote speech, video",bill gates,1999,acm sigmod digital symposium collection,53e9ad2db7602d9703710be4
"building replacement parts for the brain: a new era in neural prothetcis, sigmod conference 1999, keynote speech, video",theodore w. berger,2000,acm sigmod digital symposium collection,53e9a066b7602d970294bde4
"what next? a few remaining problems in information technlogy, sigmod conference 1999, acm turing award lecture, video",jim gray,2000,acm sigmod digital symposium collection,53e9b808b7602d97043b9ac2
estimating compilation time of a query optimizer.,"ihab f. ilyas, jun rao, guy m. lohman, dengfeng gao, eileen tien lin",2003,sigmod conference,53e9bbbcb7602d9704806c86
lockx: a system for efficiently querying secure xml.,"sungran cho, sihem amer-yahia, laks v. s. lakshmanan, divesh srivastava",2003,sigmod conference,53e9bb2fb7602d970476d427
cubeexplorer: online exploration of data cubes.,"jiawei han, jianyong wang, guozhu dong, jian pei, ke wang",2002,sigmod conference,53e99ef4b7602d97027c06a6
going public: open-source databases and database research.,philippe bonnet,2002,sigmod conference,53e9b0a5b7602d9703b12652
data management challenges in crm.,george colliat,2003,sigmod conference,53e9ab9eb7602d970354a877
statix: making xml count.,"juliana freire, jayant r. haritsa, maya ramanath, prasan roy, jérôme siméon",2002,sigmod conference,53e99b16b7602d97023a7500
adapting to source properties in processing data integration queries.,"zachary g. ives, alon y. halevy, daniel s. weld",2004,sigmod conference,53e9a6aeb7602d9702fe424c
an overview of the emerging third-generation sql standard (tutorial).,"nelson mendonça mattos, jim melton",1995,sigmod conference,53e9b189b7602d9703c1378f
state of the art in workflow management research and products.,c. mohan,1996,sigmod conference,53e9a995b7602d97032f114f
rolex: relational on-line exchange with xml.,"philip bohannon, xin dong 0001, sumit ganguly, henry f. korth, chengkai li, p. p. s. narayan, pradeep shenoy",2003,sigmod conference,53e9b1a3b7602d9703c2ce73
an array-based algorithm for simultaneous multidimensional aggregates.,"yihong zhao, prasad deshpande, jeffrey f. naughton",1997,sigmod conference,53e9a51db7602d9702e3e678
nonstop sql/mx publish/subscribe: continuous data streams in transaction processing.,hansjörg zeller,2003,sigmod conference,53e9af33b7602d9703970b4c
executing sql over encrypted data in the database-service-provider model.,"hakan hacigümüs, balakrishna r. iyer, chen li, sharad mehrotra",2002,sigmod conference,53e9b098b7602d9703b00038
incremental evaluation of schema-directed xml publishing.,"philip bohannon, peter buneman, byron choi, wenfei fan",2004,sigmod conference,53e9ba64b7602d9704682420
fundamental techniques for order optimization.,"david e. simmen, eugene j. shekita, timothy malkemus",1996,sigmod conference,53e9a7d6b7602d9703116d39
the cornell jaguar system: adding mobility to predator.,"philippe bonnet, kyle buza, zhiyuan chen, victor cheng, randolph chung, takako m. hickey, ryan kennedy, daniel mahashin, tobias mayr, ivan oprencak, praveen seshadri, hubert siu",1999,sigmod conference,53e9b451b7602d9703f4f21f
managing web data.,dan suciu,1999,sigmod conference,53e99845b7602d9702072c06
retina: a real-time traffic navigation system.,"kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung",2001,sigmod conference,53e9a61fb7602d9702f4b943
accelerating xpath location steps.,torsten grust,2002,sigmod conference,53e99a56b7602d97022bc9b1
qxtract: a building block for efficient information extraction from plain-text databases.,"eugene agichtein, luis gravano",2003,sigmod conference,53e9a1c3b7602d9702aba18f
xml data management go native or spruce up relational systems? (panel abstract).,per-åke larson,2001,sigmod conference,53e9a9ebb7602d9703351b74
flexpath: flexible structure and full-text querying for xml.,"sihem amer-yahia, laks v. s. lakshmanan, shashank pandit",2004,sigmod conference,53e9b03db7602d9703a9bd57
"data management: lasting impact of the wild, wild, web.",reed m. meseck,2001,sigmod conference,53e9b911b7602d97044fad73
catching the boat with strudel: experiences with a web-site management system.,"mary f. fernández, daniela florescu, jaewoo kang, alon y. levy, dan suciu",1998,sigmod conference,53e9a308b7602d9702c1287d
xrank: ranked keyword search over xml documents.,"lin guo, feng shao, chavdar botev, jayavel shanmugasundaram",2003,sigmod conference,53e9a1c3b7602d9702abdc4a
indexing multimedia databases (tutorial).,christos faloutsos,1995,sigmod conference,53e99a92b7602d97023087e9
repository system engineering.,philip a. bernstein,1996,sigmod conference,53e99818b7602d9702034ff1
a characterization of the sensitivity of query optimization to storage access cost parameters.,"frederick reiss, tapas kanungo",2003,sigmod conference,53e9a9f7b7602d97033606e3
parallel database systems 101.,jim gray,1995,sigmod conference,53e99b26b7602d97023beb7a
objects and sql: strange relations? panel.,donald r. deutsch,1995,sigmod conference,53e9b8a8b7602d970447f9c9
workflow management with service quality guarantees.,"michael gillmann, gerhard weikum, wolfgang wonner",2002,sigmod conference,53e9ac33b7602d97035fcb94
loading a cache with query results.,"laura m. haas, donald kossmann, ioana ursu",1999,vldb,53e9ba2db7602d97046371fc
"pm3: an orthogonal persistent systems programming language - design, implementation, performance.","antony l. hosking, jiawan chen",1999,vldb,53e99ec3b7602d970278c032
safely and efficiently updating references during on-line reorganization.,"chendong zou, betty salzberg",1998,vldb,53e9b634b7602d970418e86a
thesus: organizing web document collections based on link semantics.,"maria halkidi, benjamin nguyen, iraklis varlamis, michalis vazirgiannis",2003,vldb j.,53e9ac54b7602d9703623330
the lham log-structured history data access method.,"peter muth, patrick e. o'neil, achim pick, gerhard weikum",2000,vldb j.,53e9bb80b7602d97047c7fc4
speeding up construction of pmr quadtree-based spatial indexes.,"gísli r. hjaltason, hanan samet",2002,vldb j.,53e9a4aab7602d9702dc73a5
integrating symbolic images into a multimedia database system using classification and abstraction approaches.,"aya soffer, hanan samet",1998,vldb j.,53e99cd8b7602d9702589aed
optimization of run-time management of data intensive web-sites.,"daniela florescu, alon y. levy, dan suciu, khaled yagoub",1999,vldb,53e9b682b7602d97041ed9ab
"web services - by g. alonso, f. casati, h. kuno, v. machiraju.",dirk wodtke,2004,sigmod record,53e99e0bb7602d97026cc2d8
