Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
conceptual model of web service reputation,"e. michael maximilien, munindar p. singh",2002,acm sigmod record,539089d320f70186a0d9c217,"e, m, s",False,True,False,"e maximilien, m singh",conceptual model of web service reputation.,"e. michael maximilien, munindar p. singh",2002,sigmod record,53e99e04b7602d97026c5248,"e, m, s",True,True,False,"e maximilien, m singh"
report on ngits'99: the fourth international workshop on next generation information technologies and systems,opher etzion,1999,acm sigmod record,5390880220f70186a0d77f6a,"e, o",False,True,False,o etzion,report on ngits'99: the 4th international workshop on next generation information technologies and systems.,opher etzion,1999,sigmod record,53e9b6a2b7602d97042174ec,"e, o",True,True,False,o etzion
update propagation strategies to improve freshness in lazy master replicated databases,"esther pacitti, eric simon",2000,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbab21,"e, p, s",False,False,True,"e pacitti, e simon",update propagation strategies to improve freshness in lazy master replicated databases.,"esther pacitti, eric simon",2000,vldb j.,53e9abdfb7602d9703596db3,"e, p, s",True,False,True,"e pacitti, e simon"
keynote address,robert s. epstein,1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,558d78430cf2c779a6476199,"e, r",True,True,False,r epstein,keynote address.,robert s. epstein,1995,sigmod conference,53e997b5b7602d9701f97892,"e, r",False,True,False,r epstein
managing a db2 parallel edition database,gilles fecteau,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce0,"f, g",False,False,True,g fecteau,managing a db2 parallel edition database.,gilles fecteau,1995,vldb,53e9a32eb7602d9702c36ba1,"f, g",True,False,True,g fecteau
dms: a parallel data mining server,felicity george,1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da449f,"f, g",False,False,True,f george,dms: a parallel data mining server.,felicity a. w. george,1998,vldb,53e9af68b7602d97039adb00,"f, g",True,False,True,f george
introducing an annotated bibliography on temporal and evolution aspects in the world wide web,fabio grandi,2004,acm sigmod record,5390975920f70186a0dfe2b7,"f, g",False,True,False,f grandi,introducing an annotated bibliography on temporal and evolution aspects in the world wide web.,fabio grandi,2004,sigmod record,53e9aa48b7602d97033b72fe,"f, g",True,True,False,f grandi
computing iceberg queries efficiently,"min fang, narayanan shivakumar, hector garcia-molina, rajeev motwani, jeffrey d. ullman",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45d1,"f, g, h, j, m, n, r, s, u",False,False,True,"m fang, h garcia-molina, r motwani, n shivakumar, j ullman",computing iceberg queries efficiently.,"min fang, narayanan shivakumar, hector garcia-molina, rajeev motwani, jeffrey d. ullman",1998,vldb,53e999ffb7602d9702247e35,"f, g, h, j, m, n, r, s, u",True,False,True,"m fang, h garcia-molina, r motwani, n shivakumar, j ullman"
schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8e,"f, g, j, m, r, t, z",False,False,True,"g ferran, f ferrandina, j madec, t meyer, r zicari",schema and database evolution in the o2 object database system.,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb,53e9adfeb7602d970380564e,"f, g, j, m, r, t, z",True,False,True,"g ferran, f ferrandina, j madec, t meyer, r zicari"
nd-sql: a multi-dimensional language for interoperability and olap,"frédéric gingras, laks v. s. lakshmanan",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4520,"f, g, l",False,False,True,"f gingras, l lakshmanan",nd-sql: a multi-dimensional language for interoperability and olap.,"frédéric gingras, laks v. s. lakshmanan",1998,vldb,53e9b9dab7602d97045d1409,"f, g, l",True,False,True,"f gingras, l lakshmanan"
research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife, le gruenwald",2003,acm sigmod record,53908b4920f70186a0dbc91c,"f, g, l",False,True,False,"l fife, l gruenwald",research issues for data communication in mobile ad-hoc network database systems.,"leslie d. fife, le gruenwald",2003,sigmod record,53e9a7b3b7602d97030eda57,"f, g, l",True,True,False,"l fife, l gruenwald"
bridging heterogeneity: research and practice of database middleware technology,"fernando de ferreira rezende, günter sauter",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4542,"f, g, r, s",False,False,True,"f rezende, g sauter",bridging heterogeneity: research and practice of database middleware technology.,"fernando de ferreira rezende, günter sauter",1998,vldb,53e9b9eeb7602d97045ec15b,"f, g, r, s",True,False,True,"f rezende, g sauter"
query processing over object views of relational data,"gustav fahl, tore risch",1997,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabef,"f, g, r, t",False,False,True,"g fahl, t risch",query processing over object views of relational data.,"gustav fahl, tore risch",1997,vldb j.,53e9ba0bb7602d970460e0fa,"f, g, r, t",True,False,True,"g fahl, t risch"
towards knowledge-based digital libraries,"ling feng, marfred a. jeusfeld, jeroen hoppenbrouwers",2001,acm sigmod record,5390881220f70186a0d7dbee,"f, h, j, l, m",False,True,False,"l feng, j hoppenbrouwers, m jeusfeld",towards knowledge-based digital libraries.,"ling feng, manfred a. jeusfeld, jeroen hoppenbrouwers",2001,sigmod record,53e9b565b7602d97040a13bb,"f, h, j, l, m",True,True,False,"l feng, j hoppenbrouwers, m jeusfeld"
a template model for multidimensional inter-transactional association rules,"ling feng, jeffrey xu yu, hongjun lu, jiawei han",2002,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb09e,"f, h, j, l, y",False,False,True,"l feng, j han, h lu, j yu",a template model for multidimensional inter-transactional association rules.,"ling feng, jeffrey xu yu, hongjun lu, jiawei han",2002,vldb j.,53e9a6edb7602d9703026291,"f, h, j, l, y",True,False,True,"l feng, j han, h lu, j yu"
statix: making xml count,"juliana freire, jayant r. haritsa, maya ramanath, prasan roy, jérôme siméon",2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8dab1,"f, h, j, m, p, r, s",False,True,False,"j freire, j haritsa, m ramanath, p roy, j siméon",statix: making xml count.,"juliana freire, jayant r. haritsa, maya ramanath, prasan roy, jérôme siméon",2002,sigmod conference,53e99b16b7602d97023a7500,"f, h, j, m, p, r, s",True,True,False,"j freire, j haritsa, m ramanath, p roy, j siméon"
java support for data-intensive systems: experiences building the telegraph dataflow system,"mehul a. shah, michael j. franklin, samuel madden, joseph m. hellerstein",2001,acm sigmod record,539089ab20f70186a0d9705f,"f, h, j, m, s",False,True,False,"m franklin, j hellerstein, s madden, m shah",java support for data-intensive systems: experiences building the telegraph dataflow system.,"mehul a. shah, samuel madden, michael j. franklin, joseph m. hellerstein",2001,sigmod record,53e9ac4eb7602d970361effd,"f, h, j, m, s",True,True,False,"m franklin, j hellerstein, s madden, m shah"
the design of an acquisitional query processor for sensor networks,"samuel madden, michael j. franklin, joseph m. hellerstein, wei hong",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a1e,"f, h, j, m, s, w",False,True,False,"m franklin, j hellerstein, w hong, s madden",the design of an acquisitional query processor for sensor networks.,"samuel madden, michael j. franklin, joseph m. hellerstein, wei hong",2003,sigmod conference,53e99ff5b7602d97028d428a,"f, h, j, m, s, w",True,True,False,"m franklin, j hellerstein, w hong, s madden"
database management for life sciences research,"h. v. jagadish, frank olken",2004,acm sigmod record,5390975920f70186a0dfe2ac,"f, h, j, o",False,True,False,"h jagadish, f olken",database management for life sciences research.,"h. v. jagadish, frank olken",2004,sigmod record,53e9b33eb7602d9703e145a9,"f, h, j, o",True,True,False,"h jagadish, f olken"
algorithms for mining association rules for binary segmentations of huge categorical databases,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4539,"f, h, k, m, t, y",False,False,True,"t fukuda, h matsuzawa, y morimoto, t tokuyama, k yoda",algorithms for mining association rules for binary segmentations of huge categorical databases.,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",1998,vldb,53e9a906b7602d9703258b2a,"f, h, k, m, t, y",True,False,True,"t fukuda, h matsuzawa, y morimoto, t tokuyama, k yoda"
the heterogeneity problem and middleware technology: experiences with and performance of database gateways,"fernando de ferreira rezende, klaudia hergula",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4541,"f, h, k, r",False,False,True,"k hergula, f rezende",the heterogeneity problem and middleware technology: experiences with and performance of database gateways.,"fernando de ferreira rezende, klaudia hergula",1998,vldb,53e9b7a5b7602d970434da9d,"f, h, k, r",True,False,True,"k hergula, f rezende"
cost models do matter: providing cost information for diverse data sources in a federated system,"mary tork roth, fatma ozcan, laura m. haas",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da466d,"f, h, l, m, o, r",False,False,True,"l haas, f ozcan, m roth",cost models do matter: providing cost information for diverse data sources in a federated system.,"mary tork roth, fatma ozcan, laura m. haas",1999,vldb,53e9abf1b7602d97035ace6a,"f, h, l, m, o, r",True,False,True,"l haas, f ozcan, m roth"
vist: a dynamic index method for querying xml data by tree structures,"haixun wang, sanghyun park, wei fan, philip s. yu",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd19fe,"f, h, p, s, w, y",False,True,False,"w fan, s park, h wang, p yu",vist: a dynamic index method for querying xml data by tree structures.,"haixun wang, sanghyun park, wei fan, philip s. yu",2003,sigmod conference,53e9a812b7602d9703157a36,"f, h, p, s, w, y",True,True,False,"w fan, s park, h wang, p yu"
schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3e,"f, i, l, s",False,False,True,"l lakshmanan, f sadri, i subramanian",schemasql - a language for interoperability in relational multi-database systems.,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb,53e9b938b7602d9704525f2a,"f, i, l, s",True,False,True,"l lakshmanan, f sadri, i subramanian"
mapping extended entity relationship model to object modeling technique,joseph fong,1995,acm sigmod record,539087cf20f70186a0d5b535,"f, j",False,True,False,j fong,mapping extended entity relationship model to object modeling technique.,joseph fong,1995,sigmod record,53e9a55cb7602d9702e83be7,"f, j",True,True,False,j fong
converting relational to object-oriented databases,joseph fong,1997,acm sigmod record,539087dd20f70186a0d634a0,"f, j",False,True,False,j fong,converting relational to object-oriented databases.,joseph fong,1997,sigmod record,53e9a0e6b7602d97029ce9e7,"f, j",True,True,False,j fong
analysis of existing databases at the logical level: the dba companion project,"fabien de marchi, stéphane lopes, jean-marc petit, farouk toumani",2003,acm sigmod record,53908a4020f70186a0d9d776,"f, j, l, m, p, s, t",False,True,False,"s lopes, f marchi, j petit, f toumani",analysis of existing databases at the logical level: the dba companion project.,"fabien de marchi, stéphane lopes, jean-marc petit, farouk toumani",2003,sigmod record,53e99de2b7602d97026a6cc2,"f, j, l, m, p, s, t",True,True,False,"s lopes, f marchi, j petit, f toumani"
quality-driven integration of heterogenous information systems,"felix naumann, ulf leser, johann christoph freytag",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da45e3,"f, j, l, n, u",False,False,True,"j freytag, u leser, f naumann",quality-driven integration of heterogenous information systems.,"felix naumann, ulf leser, johann christoph freytag",1999,vldb,53e9b564b7602d970409cc59,"f, j, l, n, u",True,False,True,"j freytag, u leser, f naumann"
yoo-hoo!: building a presence service with xquery and wsdl,"mary fernández, nicola onose, jérôme siméon",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dface0,"f, j, m, n, o, s",False,True,False,"m fernández, n onose, j siméon",yoo-hoo! building a presence service with xquery and wsdl.,"mary f. fernández, nicola onose, jérôme siméon",2004,sigmod conference,53e9b9a6b7602d97045987b1,"f, j, m, n, o, s",True,True,False,"m fernández, n onose, j siméon"
adept: an agent-based approach to business process management,"n. r. jennings, t. j. norman, p. faratin",1998,acm sigmod record,539087f320f70186a0d6fe12,"f, j, n, p, t",False,True,False,"p faratin, n jennings, t norman",adept: an agent-based approach to business process management.,"nicholas r. jennings, timothy j. norman, peyman faratin",1998,sigmod record,53e9b4bfb7602d9703fd4b36,"f, j, n, p, t",True,True,False,"p faratin, n jennings, t norman"
checks and balances: monitoring data quality problems in network traffic databases,"flip korn, s. muthukrishnan, yunyue zhu",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe50,"f, k, m, s, y, z",False,False,True,"f korn, s muthukrishnan, y zhu",checks and balances: monitoring data quality problems in network traffic databases.,"flip korn, s. muthukrishnan, yunyue zhu",2003,vldb,53e9b15ab7602d9703be095d,"f, k, m, s, y, z",True,False,True,"f korn, s muthukrishnan, y zhu"
ipsofacto: a visual correlation tool for aggregate network traffic data,"flip korn, s. muthukrishnan, yunyue zhu",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a43,"f, k, m, s, y, z",False,True,False,"f korn, s muthukrishnan, y zhu",ipsofacto: a visual correlation tool for aggregate network traffic data.,"flip korn, s. muthukrishnan, yunyue zhu",2003,sigmod conference,53e9bc32b7602d97048a175b,"f, k, m, s, y, z",True,True,False,"f korn, s muthukrishnan, y zhu"
a characterization of the sensitivity of query optimization to storage access cost parameters,"frederick r. reiss, tapas kanungo",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a15,"f, k, r, t",False,True,False,"t kanungo, f reiss",a characterization of the sensitivity of query optimization to storage access cost parameters.,"frederick reiss, tapas kanungo",2003,sigmod conference,53e9a9f7b7602d97033606e3,"f, k, r, t",True,True,False,"t kanungo, f reiss"
grid and applications (industrial session),frank leymann,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe7b,"f, l",False,False,True,f leymann,grid and applications (industrial session).,frank leymann,2003,vldb,53e9a839b7602d97031825d8,"f, l",True,False,True,f leymann
evaluating holistic aggregators efficiently for very large datasets,"lixin fu, sanguthevar rajasekaran",2004,the vldb journal — the international journal on very large data bases,539096cb20f70186a0df7881,"f, l, r, s",False,False,True,"l fu, s rajasekaran",evaluating holistic aggregators efficiently for very large datasets.,"lixin fu, sanguthevar rajasekaran",2004,vldb j.,53e9b2d2b7602d9703d82ca4,"f, l, r, s",True,False,True,"l fu, s rajasekaran"
on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan, fereidoon sadri, subbu n. subramanian",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da467e,"f, l, s",False,False,True,"l lakshmanan, f sadri, s subramanian",on efficiently implementing schemasql on an sql database system.,"laks v. s. lakshmanan, fereidoon sadri, subbu n. subramanian",1999,vldb,53e9bd38b7602d97049c42b1,"f, l, s",True,False,True,"l lakshmanan, f sadri, s subramanian"
mining system audit data: opportunities and challenges,"wenke lee, wei fan",2001,acm sigmod record,539089ab20f70186a0d97058,"f, l, w",False,True,False,"w fan, w lee",mining system audit data: opportunities and challenges.,"wenke lee, wei fan",2001,sigmod record,53e9bbcfb7602d970481e590,"f, l, w",True,True,False,"w fan, w lee"
towards a richer web object model,frank manola,1998,acm sigmod record,539087e720f70186a0d68b78,"f, m",False,True,False,f manola,towards a richer web object model.,frank manola,1998,sigmod record,53e9afeeb7602d9703a411ba,"f, m",True,True,False,f manola
sonar: system for optimized numeric association rules,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a44f,"f, m, s, t, y",False,True,False,"t fukuda, y morimoto, s morishita, t tokuyama",sonar: system for optimized numeric associationrules.,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,sigmod conference,53e9be1ab7602d9704ad4280,"f, m, s, t, y",True,True,False,"t fukuda, y morimoto, s morishita, t tokuyama"
constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e43,"f, m, s, t, y",False,False,True,"t fukuda, y morimoto, s morishita, t tokuyama",constructing efficient decision trees by using optimized numeric association rules.,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,vldb,53e9b5b6b7602d97040fa1e4,"f, m, s, t, y",True,False,True,"t fukuda, y morimoto, s morishita, t tokuyama"
automata theory for xml researchers,frank neven,2002,acm sigmod record,539089ab20f70186a0d96af8,"f, n",False,True,False,f neven,automata theory for xml researchers.,frank neven,2002,sigmod record,53e9ab65b7602d97035023ec,"f, n",True,True,False,f neven
xquery formal semantics state and challenges,peter fankhauser,2001,acm sigmod record,539089ab20f70186a0d96f56,"f, p",False,True,False,p fankhauser,xquery formal semantics: state and challenges.,peter fankhauser,2001,sigmod record,53e9ada5b7602d97037a5b84,"f, p",True,True,False,p fankhauser
the new middleware,rich finkelstein,1995,acm sigmod record,539087cf20f70186a0d5d041,"f, r",False,True,False,r finkelstein,the new middleware.,rich finkelstein,1995,sigmod record,53e99853b7602d97020885ae,"f, r",True,True,False,r finkelstein
combining fuzzy information: an overview,ronald fagin,2002,acm sigmod record,5390882d20f70186a0d8dba5,"f, r",False,True,False,r fagin,combining fuzzy information: an overview.,ronald fagin,2002,sigmod record,53e9ac2db7602d97035eea81,"f, r",True,True,False,r fagin
processing object-oriented queries with invertible late bound functions,"staffan flodin, tore risch",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8b,"f, r, s, t",False,False,True,"s flodin, t risch",processing object-oriented queries with invertible late bound functions.,"staffan flodin, tore risch",1995,vldb,53e9b7a5b7602d970434d608,"f, r, s, t",True,False,True,"s flodin, t risch"
streamminer: a classifier ensemble-based engine to mine concept-drifting data streams,wei fan,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40202,"f, w",False,False,True,w fan,streamminer: a classifier ensemble-based engine to mine concept-drifting data streams.,wei fan,2004,vldb,53e9b52db7602d970406711c,"f, w",True,False,True,w fan
the value of merge-join and hash-join in sql server,goetz graefe,1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da468f,g,False,False,True,g graefe,the value of merge-join and hash-join in sql server.,goetz graefe,1999,vldb,53e9ad72b7602d970375d2fa,g,True,False,True,g graefe
enterprise transaction processing on windows nt,greg hope,1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df52,"g, h",False,True,False,g hope,enterprise transaction processing on windows nt.,greg hope,1995,sigmod conference,53e99fc9b7602d97028a1a03,"g, h",True,True,False,g hope
the oracle warehouse,gary hallmark,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf0,"g, h",False,False,True,g hallmark,the oracle warehouse.,gary hallmark,1995,vldb,53e99853b7602d97020893ee,"g, h",True,False,True,g hallmark
continuous k-nearest neighbor queries for continuously moving points with updates,"glenn s. iwerks, hanan samet, ken smith",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe4e,"g, h, i, k, s",False,False,True,"g iwerks, h samet, k smith",continuous k-nearest neighbor queries for continuously moving points with updates.,"glenn s. iwerks, hanan samet, kenneth p. smith",2003,vldb,53e9aa49b7602d97033b810e,"g, h, i, k, s",True,False,True,"g iwerks, h samet, k smith"
"relaxed currency and consistency: how to say ""good enough"" in sql","hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfaccb,"g, h, j, l, p, r",False,True,False,"j goldstein, h guo, p larson, r ramakrishnan","relaxed currency and consistency: how to say ""good enough"" in sql.","hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod conference,53e99c19b7602d97024c59ba,"g, h, j, l, p, r",True,True,False,"j goldstein, h guo, p larson, r ramakrishnan"
support for relaxed currency and consistency constraints in mtcache,"hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfaced,"g, h, j, l, p, r",False,True,False,"j goldstein, h guo, p larson, r ramakrishnan",support for relaxed currency and consistency constraints in mtcache.,"hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod conference,53e99fd0b7602d97028aed9b,"g, h, j, l, p, r",True,True,False,"j goldstein, h guo, p larson, r ramakrishnan"
the whips prototype for data warehouse creation and maintenance,"wilburt j. labio, yue zhuge, janet l. wiener, himanshu gupta, héctor garcía-molina, jennifer widom",1997,sigmod '97 proceedings of the 1997 acm sigmod international conference on management of data,539087dd20f70186a0d6451a,"g, h, j, l, w, y, z",False,True,False,"h garcía-molina, h gupta, w labio, j widom, j wiener, y zhuge",the whips prototype for data warehouse creation and maintenance.,"wilburt labio, yue zhuge, janet l. wiener, himanshu gupta, hector garcia-molina, jennifer widom",1997,sigmod conference,53e99ee6b7602d97027b482a,"g, h, j, l, w, y, z",True,True,False,"h garcia-molina, h gupta, w labio, j widom, j wiener, y zhuge"
high-dimensional olap: a minimal cubing approach,"xiaolei li, jiawei han, hector gonzalez",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ba,"g, h, j, l, x",False,False,True,"h gonzalez, j han, x li",high-dimensional olap: a minimal cubing approach.,"xiaolei li, jiawei han, hector gonzalez",2004,vldb,53e9a0eeb7602d97029d75d6,"g, h, j, l, x",True,False,True,"h gonzalez, j han, x li"
generalizing gloss to vector-space databases and broker hierarchies,"luis gravano, hector garcia-molina",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7a,"g, h, l",False,False,True,"h garcia-molina, l gravano",generalizing gloss to vector-space databases and broker hierarchies.,"luis gravano, hector garcia-molina",1995,vldb,53e99ea7b7602d97027701a1,"g, h, l",True,False,True,"h garcia-molina, l gravano"
merging ranks from heterogeneous internet sources,"luis gravano, hector garcia-molina",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a7420f70186a0da4479,"g, h, l",False,False,True,"h garcia-molina, l gravano",merging ranks from heterogeneous internet sources.,"luis gravano, hector garcia-molina",1997,vldb,53e9aca1b7602d970367e732,"g, h, l",True,False,True,"h garcia-molina, l gravano"
report on isdo '00: the caise*00 workshop on “infrastructures for dynamic business-to-business service outsourcing”,"heiko ludwig, paul grefen",2000,acm sigmod record,5390880d20f70186a0d7b5c0,"g, h, l, p",False,True,False,"p grefen, h ludwig",report in isdo '00: the caise*00 workshop on infrastructures for dynamic business-to-business service outsourcinga.,"heiko ludwig, paul w. p. j. grefen",2000,sigmod record,53e9a051b7602d9702935a51,"g, h, l, p",True,True,False,"p grefen, h ludwig"
efficient ir-style keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe6a,"g, h, l, p, v, y",False,False,True,"l gravano, v hristidis, y papakonstantinou",efficient ir-style keyword search over relational databases.,"vagelis hristidis, luis gravano, yannis papakonstantinou",2003,vldb,53e9bd87b7602d9704a2f764,"g, h, l, p, v, y",True,False,True,"l gravano, v hristidis, y papakonstantinou"
efficient snapshot differential algorithms for data warehousing,"wilburt labio, hector garcia-molina",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e31,"g, h, l, w",False,False,True,"h garcia-molina, w labio",efficient snapshot differential algorithms for data warehousing.,"wilburt labio, hector garcia-molina",1996,vldb,53e9b6bfb7602d970424472d,"g, h, l, w",True,False,True,"h garcia-molina, w labio"
evaluation of main memory join algorithms for joins with set comparison join predicates,"sven helmer, guido moerkotte",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eef,"g, h, m, s",False,False,True,"s helmer, g moerkotte",evaluation of main memory join algorithms for joins with set comparison join predicates.,"sven helmer, guido moerkotte",1997,vldb,53e9aebdb7602d97038e5402,"g, h, m, s",True,False,True,"s helmer, g moerkotte"
a performance study of four index structures for set-valued attributes of low cardinality,"sven helmer, guido moerkotte",2003,the vldb journal — the international journal on very large data bases,5390958a20f70186a0def8e7,"g, h, m, s",False,False,True,"s helmer, g moerkotte",a performance study of four index structures for set-valued attributes of low cardinality.,"sven helmer, guido moerkotte",2003,vldb j.,53e9b7e8b7602d970439810b,"g, h, m, s",True,False,True,"s helmer, g moerkotte"
complex queries over web repositories,"sriram raghavan, hector garcia-molina",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe26,"g, h, r, s",False,False,True,"h garcia-molina, s raghavan",complex queries over web repositories.,"sriram raghavan, hector garcia-molina",2003,vldb,53e9ac7bb7602d97036520a3,"g, h, r, s",True,False,True,"h garcia-molina, s raghavan"
a framework for supporting data integration using the materialized and virtual approaches,"richard hull, gang zhou",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087d920f70186a0d5ffa0,"g, h, r, z",False,True,False,"r hull, g zhou",a framework for supporting data integration using the materialized and virtual approaches.,"richard hull, gang zhou",1996,sigmod conference,53e9b32bb7602d9703df9017,"g, h, r, z",True,True,False,"r hull, g zhou"
speeding up construction of pmr quadtree-based spatial indexes,"gisli r. hjaltason, hanan samet",2002,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb09c,"g, h, s",False,False,True,"g hjaltason, h samet",speeding up construction of pmr quadtree-based spatial indexes.,"gísli r. hjaltason, hanan samet",2002,vldb j.,53e9a4aab7602d9702dc73a5,"g, h, s",True,False,True,"g hjaltason, h samet"
low-cost compensation-based query processing,"øystein grøvlen, svein-olaf hvasshovd, øystein torbjørnsen",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da454b,"g, h, s, t, ø",False,False,True,"ø grøvlen, s hvasshovd, ø torbjørnsen",low-cost compensation-based query processing.,"øystein grøvlen, svein-olaf hvasshovd, øystein torbjørnsen",1998,vldb,53e9b833b7602d97043f27af,"g, h, s, t, ø",True,False,True,"ø grøvlen, s hvasshovd, ø torbjørnsen"
information finding in a digital library: the stanford perspective,"tak w. yan, héctor garcía-molina",1995,acm sigmod record,539087cf20f70186a0d5b540,"g, h, t, y",False,True,False,"h garcía-molina, t yan",information finding in a digital library: the stanford perspective.,"tak w. yan, hector garcia-molina",1995,sigmod record,53e9a5beb7602d9702eea180,"g, h, t, y",True,True,False,"h garcia-molina, t yan"
duplicate removal in information system dissemination,"tak w. yan, hector garcia-molina",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ced,"g, h, t, y",False,False,True,"h garcia-molina, t yan",duplicate removal in information system dissemination.,"tak w. yan, hector garcia-molina",1995,vldb,53e9b95bb7602d97045473c8,"g, h, t, y",True,False,True,"h garcia-molina, t yan"
zoo: a desktop experiment management environment,"yannis e. ioannidis, miron livny, s. gupta, nagavamsi ponnekanti",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e44,"g, i, l, m, n, p, s, y",False,False,True,"s gupta, y ioannidis, m livny, n ponnekanti",zoo : a desktop experiment management environment.,"yannis e. ioannidis, miron livny, shivani gupta, nagavamsi ponnekanti",1996,vldb,53e9a58cb7602d9702eb6a96,"g, i, l, m, n, p, s, y",True,False,True,"s gupta, y ioannidis, m livny, n ponnekanti"
