Title,Authors,Year,Venue,Index
linking business to deliver value: a data management challenge,anand deshpande,2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47e7
evolution of groupware for business applications: a database perspective on lotus domino/notes,"c. mohan, ron barber, s. watts, a. somani, markos zaharioudakis",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47df
building scalable internet applications with oracle8i server,"julie basu, josé alberto fernández, olga peschansky",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47e6
icicles: self-tuning samples for approximate query answering,"venkatesh ganti, mong-li lee, raghu ramakrishnan",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da487d
caching strategies for data-intensive web sites,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da4880
declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sidhar seshadri",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4c5b
near neighbor search in large metric spaces,sergey brin,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4c5a
document management as a database problem,rudolf bayer,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd9
bigsur: a system for the management of earth science data,"paul brown, michael stonebraker",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd8
managing a db2 parallel edition database,gilles fecteau,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce0
value-cognizant speculative concurrency control,"azer bestavros, spyridon braoudakis",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd7
"the clustra telecom database: high availability, high throughput, and real-time response","svein-olaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cdc
procedures in object-oriented query languages,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cde
the fittest survives: an adaptive approach to query optimization,"hongjun lu, kian-lee tan, son dao",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cdf
a scalable architecture for autonomous heterogeneous database interactions,"steven milliner, athman bouguettaya, mike p. papazoglou",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce4
a non-uniform data fragmentation strategy for parallel main-menory database systems,"n. bassiliades, ioannis p. vlahavas",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cdd
benchmarking spatial join operations with spatial output,"erik g. hoel, hanan samet",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cdb
similarity based retrieval of pictures using indices on spatial relationships,"a. prasad sistla, clement t. yu, chengwen liu, king liu",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce6
accessing a relational database through an object-oriented database interface,"jack a. orenstein, d. n. kamber",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ceb
db2 query parallelism: staging and implementation,yun wang,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cec
the oracle warehouse,gary hallmark,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf0
towards a cooperative transaction model - the cooperative activity model,"marek rusinkiewicz, wolfgang klas, thomas tesch, jürgen wäsch, peter muth",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce2
informix-online xps: a dynamically scalable rdbms for open parallel platforms,hannes spintzik,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf6
"db2 common server: technology, progress, & directions",bruce g. lindsay,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf5
query processing in tertiary memory databases,sunita sarawagi,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf3
a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu, philip s. yu, jen-yao chung, james z. teng",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf2
using formal methods to reason about semantics-based decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf8
coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce3
querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l. wimmers, mohamed zaït",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf1
w3qs: a query system for the world-wide web,"david konopnicki, oded shmueli",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce8
a data transformation system for biological data sources,"peter buneman, susan b. davidson, kyle hart, g. christian overton, limsoon wong",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf4
eager aggregation and lazy aggregation,"weipeng p. yan, per-åke larson",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cee
index concurrency control in firm real-time database systems,"brajesh goyal, jayant r. haritsa, s. seshadri, v. srinivasan",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce7
duplicate removal in information system dissemination,"tak w. yan, hector garcia-molina",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ced
l/mrp: a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce9
a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce1
improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd6
discovery of multiple-level association rules from large databases,"jiawei han, yongjian fu",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cda
dynamic multi-resource load balancing in parallel database systems,"erhard rahm, robert marek",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf7
"fast similarity search in the presence of noise, scaling, and translation in time-series databases","rakesh agrawal, king-ip lin, harpreet s. sawhney, kyuseok shim",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cef
generalized search trees for database systems,"joseph m. hellerstein, jeffrey f. naughton, avi pfeffer",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4ce5
aggregate-query processing in data warehousing environments,"ashish gupta, venky harinarayan, dallan quass",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cea
a cost model for clustered object-oriented databases,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfd
oodb bulk loading revisited: the partitioned-list approach,"janet l. wiener, jeffrey f. naughton",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfc
bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfb
a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cf9
redo recovery after system crashes,"david b. lomet, mark r. tuttle",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfe
os support for vldbs: unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7d
providing database migration tools - a practicioner's approach,andreas meier,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d81
from vldb to vmldb (very many large data bases): dealing with large-scale semantic heterogenity,stuart e. madnick,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d86
a practical and modular implementation of extended transaction models,"roger s. barga, calton pu",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7e
applying database technology in the adsm mass storage system,"luis-felipe cabrera, robert rees, wayne hineman",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d88
type classification of semi-structured documents,"markus tresch, neal palmer, allen luniewski",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d89
managing intra-operator parallelism in parallel database systems,"manish mehta, david j. dewitt",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7f
database de-centralization - a practical approach,"tor didriksen, césar a. galindo-legaria, eirik dahle",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8d
promises and realities of active database systems,"eric simon, angelika kotz dittrich",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d93
retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8c
sampling-based estimation of the number of distinct values of an attribute,"peter j. haas, jeffrey f. naughton, s. seshadri, lynne stokes",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7b
databases and workflow management: what is it all about? (panel),"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d92
very large databases in a commercial application environment,karl-heinz hess,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9b
efficient search of multi-dimensional b-trees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d91
extracting large data sets using db2 parallel edition,sriram padmanabhan,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9d
"the hbp-tree: a modified hb-tree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b. lomet, betty salzberg",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d90
schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8e
disnic-plan: a nicnet based distributed database for micro-level planning in india,m. moni,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da3
modeling skewed distribution using multifractals and the `80-20' law,"christos faloutsos, yossi matias, abraham silberschatz",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9c
high-concurrency locking in r-trees,"marcel kornacker, douglas banks",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d85
modeling design versions,"r. ramakrishnan, d. janaki ram",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da1
further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee, tok wang ling",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9f
dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9e
estimating the selectivity of spatial queries using the `correlation' fractal dimension,"alberto belussi, christos faloutsos",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cfa
sampling large databases for association rules,hannu toivonen,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d99
loading the data warehouse across various parallel architectures,vijay v. raghavan,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e23
supporting procedural constructs in sql compilers,nelson mendonça mattos,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e27
applying data mining techniques to a health insurance information system,"marisa s. viveros, john p. nearhos, michael j. rothman",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e24
using referential integrity to easily define consistent subset replicas,brad hammond,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2d
"tpc-d: the challenges, issues and results",ramesh bhashyam,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2a
the query optimizer in tandem's new serverware sql product,pedro celis,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2b
supporting state-wide immunisation tracking using multi-paradigm workflow technology,"amit p. sheth, krys kochut, john a. miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e28
supporting periodic authorizations and temporal reasoning in database access control,"elisa bertino, claudio bettini, elena ferrari, pierangela samarati",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2f
filter trees for managing spatial data over a range of size granularities,"kenneth c. sevcik, nick koudas",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e26
optimization of queries with user-defined predicates,"surajit chaudhuri, kyuseok shim",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e21
efficient snapshot differential algorithms for data warehousing,"wilburt labio, hector garcia-molina",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e31
query processing techniques for multiversion access methods,"jochen van den bercken, bernhard seeger",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e34
the structured information manager: a database system for sgml documents,ron sacks-davis,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3a
an efficient algorithm for mining association rules in large databases,"ashoka savasere, edward omiecinski, shamkant b. navathe",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d80
cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e38
bellcore's adapt/x harness system for managing information on internet and intranets,amit p. sheth,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e40
coalescing in temporal databases,"michael h. böhlen, richard thomas snodgrass, michael d. soo",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e2e
analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"christos faloutsos, volker gaede",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3b
implementation and analysis of a parallel collection query language,dan suciu,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3c
incremental maintenance of externally materialized views,"martin staudt, matthias jarke",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e33
how system 11 sql server became fast,t. k. rengarajan,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e47
"calibrating the query optimizer cost model of iro-db, an object-oriented federated database system","georges gardarin, fei sha, zhao-hui tang",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e39
zoo: a desktop experiment management environment,"yannis e. ioannidis, miron livny, s. gupta, nagavamsi ponnekanti",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e44
constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e43
integrating triggers and declarative constraints in sql database sytems,"roberta cochrane, hamid pirahesh, nelson mendonça mattos",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e46
storage estimation for multidimensional aggregates in the presence of hierarchies,"amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e42
intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"michael rys, moira c. norrie, hans-jörg schek",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e49
schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3e
object fusion in mediator systems,"yannis papakonstantinou, serge abiteboul, hector garcia-molina",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e35
fast nearest neighbor search in medical image databases,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot siegel, zenon protopapas",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e41
sprint: a scalable parallel classifier for data mining,"john c. shafer, rakesh agrawal, manish mehta",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3f
querying heterogeneous information sources using source descriptions,"alon y. levy, anand rajaraman, joann j. ordille",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e29
tribeca: a stream database manager for network traffic analysis,mark sullivan,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3d
mining generalized association rules,"ramakrishnan srikant, rakesh agrawal",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d84
obtaining complete answers from incomplete databases,alon y. levy,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da0
disseminating updates on broadcast disks,"swarup acharya, michael j. franklin, stanley b. zdonik",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d97
effective & efficient document ranking without using a large lexicon,yasushi ogawa,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d94
scalablity and availability in oracle7 7.3,dieter gawlick,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da2
generalizing gloss to vector-space databases and broker hierarchies,"luis gravano, hector garcia-molina",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7a
estimation of query-result distribution and its application in parallel-join load balancing,"viswanath poosala, yannis e. ioannidis",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d95
information retrieval from an incomplete data cube,curtis e. dyreson,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9a
database management systems and the internet,susan malaika,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4eca
dwms: data warehouse management system,narendra mohan,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ecb
querying multiple features of groups in relational databases,"damianos chatziantoniou, kenneth a. ross",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ec8
query decomposition and view maintenance for query languages for unstructured data,dan suciu,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ec9
reordering query execution in tertiary memory databases,"sunita sarawagi, michael stonebraker",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ecc
querying a multilevel database: a logical analysis,frédéric cuppens,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ed1
pesto: an integrated query/browser for object databases,"michael j. carey, laura m. haas, vivekananda maganty, john h. williams",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ecd
the role of integrity constraints in database interoperation,"mark w. w. vermeer, peter m. g. apers",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ecf
the design and implementation of a sequence database system,"praveen seshadri, miron livny, raghu ramakrishnan",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ece
concurrent garbage collection in o2,"marcin skubiszewski, patrick valduriez",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed4
critical database technologies for high energy physics,"david m. malon, edward n. may",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed6
innovation in database management: computer science vs. engineering,kenneth r. jacobs,1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4edb
answering queries with aggregation using views,"divesh srivastava, shaul dar, h. v. jagadish, alon y. levy",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ec7
clustering techniques for minimizing external path length,"a. a. diwan, sanjeeva rane, s. seshadri, s. sudarshan",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ed0
garbage collection in object oriented databases using transactional cyclic reference counting,"srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed9
recovering information from summary data,"christos faloutsos, h. v. jagadish, nikolaos sidiropoulos",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed5
integrating reliable memory in databases,"wee teck ng, peter m. chen",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed7
implementing abstract objects with inheritance in datalogneg,hasan m. jamil,1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4edc
multiple-view self-maintenance in data warehousing environments,nam huyn,1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed8
optimizing queries with universal quantification in object-oriented and object-relational databases,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4edd
efficient construction of regression trees with range and region splitting,"yasuhiko morimoto, hiromu ishii, shinichi morishita",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4edf
geo/environmental and medical data management in the rasdaman system,"peter baumann, paula furtado, roland ritsch, norbert widmann",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee0
a one-pass algorithm for accurately estimating quantiles for disk-resident data,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ede
multidimensional access methods: trees have grown everywhere,"timos k. sellis, nick roussopoulos, christos faloutsos",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee6
using probabilistic information in data integration,"daniela florescu, daphne koller, alon y. levy",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee2
the xps approach to loading and unloading terabyte databases,sanket atal,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d96
the changing landscape of the software industry and its implications for india,umang gupta,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d98
processing object-oriented queries with invertible late bound functions,"staffan flodin, tore risch",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8b
an efficient cost-driven index selection tool for microsoft sql server,"surajit chaudhuri, vivek r. narasayya",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eda
the x-tree: an index structure for high-dimensional data,"stefan berchtold, daniel a. keim, hans-peter kriegel",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e4a
gte superpages: using ir techniques for searching complex objects,"steven d. whitehead, himanshu sinha, michael murphy",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee8
flexible relations - operational support of variant relational structures,"christian kalus, peter dadam",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8f
efficient incremental garbage collection for client-server object database systems,"laurent amsaleg, michael j. franklin, olivier gruber",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d82
hot block clustering for disk arrays with dynamic striping,"kazuhiko mogi, masaru kitsuregawa",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d87
opossum: desk-top schema management through customizable visualization,"eben m. haber, yannis e. ioannidis, miron livny",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d7c
efficient user-adaptable similarity search in large multimedia databases,"thomas seidl, hans-peter kriegel",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee3
"very large databases: how large, how different?",david vaskevitch,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8a
metrics for accessing heterogeneous data: is there any hope? (panel),"leonard j. seligman, nicholas j. belkin, erich j. neuhold, michael stonebraker, gio wiederhold",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d83
selectivity estimation without the attribute value independence assumption,"viswanath poosala, yannis e. ioannidis",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed2
data warehouse configuration,"dimitri theodoratos, timos k. sellis",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee4
"using taxonomy, discriminants, and signatures for navigating in text databases","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee7
vertical data migration in large near-line document archives based on markov-chain predictions,"achim kraiss, gerhard weikum",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eec
on-demand data elevation in hierarchical multimedia storage servers,"peter triantafillou, thomas papadakis",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eeb
facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"wen-syan li, k. selçuk candan, kyoji hirata, yoshinori hara",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ef0
evaluation of main memory join algorithms for joins with set comparison join predicates,"sven helmer, guido moerkotte",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eef
algorithms for materialized view design in data warehousing environment,"jian yang, kamalakar karlapalem, qing li",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee5
finding data in the neighborhood,"andré eickler, alfons kemper, donald kossmann",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eee
"the network as a global database: challenges of interoperability, proactivity, interactiveness, legacy","peter c. lockemann, ulrike kölsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eed
adaptive data broadcast in hybrid networks,"konstantinos stathatos, nick roussopoulos, john s. baras",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee1
describing and using query capabilities of heterogeneous sources,"vasilis vassalos, yannis papakonstantinou",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4eea
the complexity of transformation-based join enumeration,"arjan pellenkoft, césar a. galindo-legaria, martin l. kersten",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ee9
a foundation for multi-dimensional databases,"marc gyssens, laks v. s. lakshmanan",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ed3
on the computation of multidimensional aggregates,"sameet agarwal, rakesh agrawal, prasad deshpande, ashish gupta, jeffrey f. naughton, raghu ramakrishnan, sunita sarawagi",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e45
a new sql-like operator for mining association rules,"rosa meo, giuseppe psaila, stefano ceri",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e48
